id,user_screen_name,text,local_time
918286497585008646,SuzieSiegel,This is great for #sarcoma patients. Repurpose those drugs for us! (I got remission from 2 drugs not approved for #sarcoma.) #gyncsm « JFreemanDaily: T2: TAPUR is an option for patients to access targeted drug that is approved for a different cancer than theirs #gyncsm — https://twitter.com/JFreemanDaily/status/918286002820706304 »,2017-10-12T01:25:36
916222293243760640,BairdAM,Fantastic talks and discussion on #EGFR #ALK #HER2 #BRAF #ROS #RET #MET this morning @ETOP_eu #lcsm #research #clinicaltrials,2017-10-06T08:43:11
903624394630561794,JackWestMD,Looking forward to #ESMO17 in Madrid (both conf presentations & Madrid!). My top 5 in lung cancer. Follow me for data & commentary. #LCSM https://twitter.com/JackWestMD/status/903624394630561794/photo/1,2017-09-01T14:23:38
901075488361328641,mtmdphd,"Emerging Targets ROS1, TRK Show Promise in Treatment of NSCLC [8/24/16] Panjwani @TargetedOnc  http://ow.ly/rLzX303NrFt #lcsm #camoldx #NTRK",2017-08-25T13:35:12
867848171791065088,JFreemanDaily,"@trnsltnl @ros1cancer Thank you! It's a group effort--many ROS1ders are involved in networking with researchers, translating, supporting patients... #ROS1 #LCSM",2017-05-25T21:01:42
853630792395829249,bjork5,This is an amazing #lungcancer story about #patientengagement @lil_lytnin @GoldmanLisa @JFreemanDaily #lcsm #hcsm  http://www.bizjournals.com/bizwomen/news/profiles-strategies/2017/02/women-with-rare-deadly-lung-cancer-aid-in-search.html?page=all,2017-04-16T15:26:55
1587603485172043776,JFreemanDaily,"Greetings #hcldr community! Good to be back, it's been a long while. Waving to all from the Seattle area on this first day of #LungCancerAwarenessMonth #LCAM #LCSM",2022-11-02T00:32:21
1554617304364638209,christine_lovly,"🧵13 OVERALL: ➡️While the field has been focusing on SCLC transcriptional subtypes, these data underscore the existence of genetic subtypes too.   ➡️We hope this paper is a resource for scientists exploring various aspects of SCLC biology. #LCSM",2022-08-02T23:57:03
1541043594877931523,JillHW,Clinical trials for people with ROS1 or ALK+ lung cancer https://investors.nuvalent.com/2022-06-21-Nuvalent-Announces-Clinical-Progress-on-Parallel-Lead-Programs-NVL-520-and-NVL-655-for-NSCLC-and-Solid-Tumor-Cancers #ROS1 #ALK @ALKLungCancer @ALKpositiveINT @AlkPositiveBE @alk_fusion @ros1cancer #LCSM  @Garth_Nicholas1 @LCC_President   @pwheatleyprice @s_banerji @LungCancer_Can @TheWRP4LC,2022-06-26T12:59:58
1533840784776220673,tnewsomdavis,"Phase 1 of APG-2449: novel FAK & ALK / ROS1 TKI.  ✅ Small numbers but clear activity ⚠️ Responses in TKI resistant disease, but could not find data on ROS1 group ✅ Evidence of CNS activity too  #LCSM #ASCO22 @ros1dersuk @ALKLungCancer @ALKpositiveINT @BTOGORG https://twitter.com/tnewsomdavis/status/1533840784776220673/photo/1",2022-06-06T15:58:35
1533840784776220673,tnewsomdavis,"Phase 1 of APG-2449: novel FAK & ALK / ROS1 TKI.  ✅ Small numbers but clear activity ⚠️ Responses in TKI resistant disease, but could not find data on ROS1 group ✅ Evidence of CNS activity too  #LCSM #ASCO22 @ros1dersuk @ALKLungCancer @ALKpositiveINT @BTOGORG https://twitter.com/tnewsomdavis/status/1533840784776220673/photo/1",2022-06-06T15:58:35
1533932498521993216,acmoorephd,Activity of systemic therapy against different driver mutations in patients with active brain mets in  #NSCLC @EGFRResisters @ros1cancer @ALKLungCancer @KRASKickers   #ASCO22 #lcsm https://twitter.com/acmoorephd/status/1533932498521993216/photo/1,2022-06-06T22:03:01
1520404474061373440,StephenVLiu,"Long term results of entrectinib in TKI-naive #ROS1 NSCLC now @JTOonline. With median f/u 29m, RR 68%, mDOR 20.5m, mPFS 15.7m, mOS 47.8m. In a separate cohort, modest efficacy seen following CNS-only progression on crizotinib. #LCSM @IASLC   https://www.jtocrr.org/article/S2666-3643(22)00056-X/fulltext",2022-04-30T14:07:29
1497261986098331650,lgreco_ny,#lcsm #TTLC22 https://twitter.com/lgreco_ny/status/1497261986098331650/photo/1,2022-02-25T17:27:29
1497261974563999745,lgreco_ny,"Having just narrowly avoided a brain surgery this week myself, I'm very excited to hear @JoelNealMD 's presentation on LMD and brain mets in ALK and ROS1. #lcsm #TTLC22 https://twitter.com/lgreco_ny/status/1497261974563999745/photo/1",2022-02-25T17:27:27
1448037494335983623,drholowatyj,Pls RT for all #cancer patients! ⬆️ @TestesCancer @TCSociety @checkemlads @HartsFND @OddballsFDN @SeanKimerling @MovemberCA @CahonasScotland @Dylantombides @moreballz @wickedwillysnft @TestesCAN @Itsontheball @BaggyTrousersUK #tscsm @Chestnutappeal @LoveYourNuts @bemybrother,2021-10-12T21:26:56
840005607419723776,fcgiii,Father of ROS1 survivor #lcsm,2017-03-10T01:05:18
824777656784867328,Actorielle,Time to grab your drink and snack and get cozy! #lcsm chat begins in 25 minutes!Join us!See @lcsmchat and http://lcsmchat.com for deets!,2017-01-27T00:34:51
812867700015759361,JFreemanDaily,"@JackWestMD @JAMAOnc LCMC II eval min panel of 97 alleles in 8 genes; ALK, ROS1, RET RRs; MET amp, MET, PTEN expression. Some by NGS. #LCSM",2016-12-25T03:48:56
811325703455178753,laydeewinx,"@coffeemommy @CancerCouch seriously, I don't even know if there are that many #gisters in the whole world! We are 8 in a million #amsm",2016-12-20T21:41:36
800818935046303750,krystyna_kk,.@JFreemanDaily #amsm theer are at least 3 #clinicaltrials targeted available #JIT today. Need awareness w/ docs & Pts,2016-11-21T21:51:27
800818296534679557,CultPerfectMoms,"@JFreemanDaily like your treatment, right? Can you talk a little about it? #amsm",2016-11-21T21:48:55
774048361317924864,JFreemanDaily,@findlungcancer Found my ROS1 mutation thanks to knowledge shared by patient CraiginPA. My doctors didn't know about it. #LCSM,2016-09-09T00:54:45
774046817457623040,findlungcancer,T4 I remember the discussion on Inspire when @JfreemanDaily found her ROS-1 mutation almost by accident  #lcsm,2016-09-09T00:48:37
748673713835376640,melaniemedina,@BrendonStilesMD does it really? skeptical abt pt advocacy. R there any good success stories where pts make a difference? #lcsm #cancerchat,2016-07-01T00:24:57
738522172595965952,lil_lytnin,"Tori here, 3 yrs w stage IV NSCLC, ROS1. Putting kiddos to bed but I'll try to follow along! #LCSM",2016-06-03T00:06:21
735988267666034688,JackWestMD,"@MarksPhone it's only 19 pts for RET trial (17 evaluable), but this will lead to much enthusiasm to find & treat more pts. #lcsm",2016-05-27T00:17:31
692875752526598144,lil_lytnin,#LCSM Tori here! Stage IV ROS1 NSCLC. Two plus years on Xalkori.,2016-01-29T01:03:47
677660527594721280,JFreemanDaily,"T2: Establishing molecular testing for EGFR, ALK, and ROS1 as an automatic part of #lungcancer diagnosis #lcsm",2015-12-18T01:23:54
662434611562201088,lil_lytnin,"Tori Tomalia, stage IV ROS1er here! #LCSM",2015-11-06T01:01:33
652273308235378688,lil_lytnin,"Tori here, stage IV ROS1er, feeling good on Xalkori, but newly dx with brain mets. :( #LCSM",2015-10-09T00:04:09
642130282359967744,lil_lytnin,@JackWestMD any data on Brigantinib in ROS1? #lcsm,2015-09-11T00:19:24
642127212343377920,iestroud,"Beth, ROS1+, thriving for two years on crizotinib! #lcsm",2015-09-11T00:07:12
642126372110999552,lil_lytnin,"Tori Tomalia, stage IV ROS1, been on Xalkori for almost 2 years! #lcsm",2015-09-11T00:03:51
639078993120075776,mtmdphd,#lcsm  « CancerDotNet: New! Guide to non-small cell #lungcancer for patients & families #nsclc http://bit.ly/1PL8ZgB — https://twitter.com/CancerDotNet/status/639077925921378305 »,2015-09-02T14:14:40
626906263830396929,lil_lytnin,"Hello! Tori here, stage IV ROS1er, on Xalkori for 20 months and counting. #LCSM",2015-07-31T00:04:35
581253721335705600,contentviz,"T2: @JackWestMD, how about connections w ROS1, KRAS, EGFR--other proteins key to certain NSCLCs? #LCSM",2015-03-27T00:37:40
573840069821399040,mtmdphd,"Have you seen ""double-hit"" simultaneous EGFR/ROS mutations in lung cancer? #lcsm @n8pennell @JackWestMD @OtisBRickman",2015-03-06T13:38:28
1333750637692063746,aftimosp,First Site Initiation Visit today at @CHUUCLNamur of the @JulesBordet academic study ROSALINE in the neoadjuvant setting of invasive lobular carcinoma (ILC). 10 sites will be involved in Belgium 🇧🇪 and France 🇫🇷  #bcsm https://clinicaltrials.gov/ct2/show/NCT04551495?cond=rosaline&draw=2&rank=1 https://twitter.com/aftimosp/status/1333750637692063746/photo/1,2020-12-01T12:31:46
1311825775830675456,HenningWillers,@BrendonStilesMD A3. What is the longest survival without recurrence on record for a #EGFR inhibitor? 10 years? @LeciaSequist #LCSM,2020-10-02T00:30:12
1305226739900198915,JillHW,Death or life? A #cancer-fighting pill can mean the difference. Please help people in #Ontario live!  @celliottability @JohnFraserOS  @RobinMartinPC @JoelHardenONDP @raredisorders @ros1cancer @wi_qiong  #HopeUnites #rare #ROS1 #lungcancer #onhealth #lcsm  https://throughthevalley.ca/2020/09/13/a-pill-can-turn-a-life-around/,2020-09-13T19:27:59
1291565720149667844,BIDThoracicOnc,"EGFR and ALK TKIs paved the way for therapies in less common driven oncogenes, such as ROS1. @df_hcc + @BIDMChealth members performed pivotal preclinical studies and spearhead the initial clinical study of the first approved ROS1 TKI #LCSM @ros1cancer  https://www.nejm.org/doi/full/10.1056/NEJMoa1406766",2020-08-07T02:43:58
1285938862485843969,pashtoonkasi,Great advocacy & patient representation. More on #BRCA & #DNARepair 🧬 from @EileenMOReilly. GWAS📝@LewisRobertsMD of interest @MayoClinic. Glad to have @uiowa contribute to the study as well. Biobanking efforts of value➡️relatively #rarecancers. #Cholangiocarcinoma #HPBCSM https://twitter.com/pashtoonkasi/status/1285938862485843969/photo/1,2020-07-22T14:04:51
1268187186240733185,JFreemanDaily,Any suggestions for therapies  @ros1cancer patients can try after developing MET amplification as a resistance mechanism to #ROS1 TKIs?  Might capmantinib be worth a try in the US? What can patients try if they can't access that drug? #LCSM @rdoebele  @DrMarkAwad @alexdrilon,2020-06-03T14:26:01
1266437132643598336,n8pennell,I messed up my poster so attaching slides here (Abstract 9529: A model comparing the value of broad next-gen sequencing (NGS)-based testing to single gene testing (SGT) in patients with nonsquamous non-small cell lung cancer (NSCLC) in the United States) #ASCO20 #LCSM 1/6 https://twitter.com/n8pennell/status/1266437132643598336/photo/1,2020-05-29T18:31:56
1262371103261036545,StephenVLiu,"#OncoAlert At PD on osimertinib, biopsy was sent for NGS and revealed EGFR del19 and T790M and amplification as well as a new ELM4/ALK fusion (with +IHC). Successfully treated with crizotinib + osimertinib then brigatinib + osimertinib. #LCSM https://twitter.com/StephenVLiu/status/1262371103261036545/photo/1",2020-05-18T13:14:59
1255153798651301888,Jbauml,"Next up Dr Gonzalvez (employee of @TakedaOncology) presents data on mobocertinib (nee TAK-788), which was recently granted Breakthrough Designation for the treatment of patients with NSCLC harboring an Exon 20 insertion in EGFR #AACR20 #LCSM @Exon20Group  https://www.thepharmaletter.com/in-brief/brief-takeda-gains-fda-breakthrough-status-for-mobocertinib",2020-04-28T15:15:59
1249713141765767169,lgreco_ny,@StephenVLiu @IASLC Is Crizotinib the best choice with it's limited BBB penetration? #lcsm,2020-04-13T14:56:46
1216410949575299072,BrendonStilesMD,Nice to see a talk on never smokers included in the preneoplasia and early detection plenary session at #lung20!  Too often these patients present with late stage disease.  We can do better. #lcsm @AACRFoundation @IASLC https://twitter.com/BrendonStilesMD/status/1216410949575299072/photo/1,2020-01-12T17:25:44
1202763738882826242,JFreemanDaily,"@wi_qiong @beach Being with others dealing with cancer at the holidays is strangely comforting, even when the discussion isn't particularly cheery. You know they ""get"" it. Hard for others who don't have a serious illness to understand. #lcsm",2019-12-06T01:36:36
1202759275837370368,wi_qiong,@JFreemanDaily @beach How do I type my messages in? @JFreemanDaily #LCSM,2019-12-06T01:18:52
1190708607626698754,VirginiaMByrne,Do we have any person or group or Survivors running in the NYC Marathon for someone with Lung Cancers & mutations? Or for a Lung Cancer org? Please do a shoutout so we can cheer them on! #lcsm @GO2Foundation @lcrf_org @ALKLungCancer @ros1cancer @EGFRResisters,2019-11-02T19:13:49
1187333304170831873,Tony_Calles,💫 👏👏 Primeros datos de 🔬🧬biomarcadores del registro de cáncer de pulmón @GECP @_SEOM #SEOM19 #LCSM   🔴 Un drama ver que solo se hace diagnóstico molecular a un 40% de ALK y un 20% de ROS1 de los pacientes con cáncer de pulmón en España.   📣 @sanidadgob Urge plan nacional! https://twitter.com/Tony_Calles/status/1187333304170831873/photo/1,2019-10-24T11:41:33
1187020445934964736,JFreemanDaily,"Eight years ago, I learned my #lungcancer had spread immediately after curative treatment. My oncologist said simce I was relatively young and otherwise healthy, I had maybe 2 years. Thanks to research, he was spectacularly wrong.  Please support #cancerresearch! #LCSM https://twitter.com/JFreemanDaily/status/1187020445934964736/photo/1",2019-10-23T14:58:22
1185562816478142465,StephenVLiu,"#ThoracicOnc2019 Who better to explain biology of #ALK than Ignatius Ou @oncoOuLungCA - variants matter. May impact stability, thus influencing pathways of resistance. But only see those with newer gen TKIs. Old drugs like crizotinib aren’t effective long enough to notice. #LCSM https://twitter.com/StephenVLiu/status/1185562816478142465/photo/1",2019-10-19T14:26:16
1183755661068292096,notahedge,#lcsm @EGFRResisters @ros1cancer @LCInitiativeNC @SU2C « DevikaDasMD: November is lung cancer awareness month ! Looking for activities/ fund raising events that our team in Birmingham could be a part of 🙏🏽 #lcsm @HemOncWomenDocs — https://twitter.com/DevikaDasMD/status/1183743096158375936 »,2019-10-14T14:45:17
1180315672624205824,DrewMoghanaki,"This is Vinai Gondi. He is a #radonc and phase III clinical trialist who is focusing his career on studying how best to treat brain metastasis. Here, you can hear his thoughts on what the future holes for those who have to live through this journey. #lcsm https://ascopost.com/videos/2018-astro-annual-meeting/vinai-gondi-on-treating-brain-metastases-and-preserving-cognitive-function/ https://twitter.com/DrewMoghanaki/status/1180315672624205824/photo/1",2019-10-05T02:56:00
1179918506877489153,wi_qiong,@JFreemanDaily So I'm a research advocacte. #LCSM,2019-10-04T00:37:48
1179203167311056896,christine_lovly,"Read the words of @amand12827 ‘s sweet little daughter: inspiring, selfless, so much love ❤️ She is the best  #lungcancer advocate ever!  #LCSM @LUNGevity @GO2Foundation @ALKLungCancer @ros1cancer @EGFRResisters « amand12827: So proud of my daughter, but makes me sad too. This paper is not perfect, but perfect to me. ❤️Let’s find a cure! #curelungcancer @LungCancerFaces @ALKLungCancer @LUNGevity https://twitter.com/amand12827/status/1179121442568511492/photo/1 — https://twitter.com/amand12827/status/1179121442568511492 »",2019-10-02T01:15:18
1176384915153121280,drsarahhayes,"Today is #WorldCancerResearchDay and I’m proud to be doing my small bit for #lungcancer research. Nothing is possible without support: #clinicians #patients #nurses #philanthropy-working together to improve outcomes @KollingINST @north_fndn @Sydney_Vital @Lungfoundation #LCSM « cancerNSW: Today is #WorldCancerResearchDay, recognising those dedicating their careers to improving outcomes for people with cancer. We’re proud to be supporting cancer researchers, working together across NSW. http://www.cancer.nsw.gov.au/data-research/cancer-research-in-nsw https://twitter.com/cancerNSW/status/1176270945624838144/video/1 — https://twitter.com/cancerNSW/status/1176270945624838144 »",2019-09-24T06:36:34
1174840625985916930,BrendonStilesMD,T2.  What is important to know about molecular testing?  Is universal testing coming? #lcsm,2019-09-20T00:20:07
